order_id,customer_id,is_prime,order_value_usd
AMZ-100075,5751,True,114.37
AMZ-100076,5853,True,114.37
AMZ-100077,8732,True,114.37
AMZ-100078,7283,True,114.37
AMZ-100079,6329,True,114.37
AMZ-100080,5477,False,114.37
AMZ-100081,7726,True,114.37
AMZ-100082,8091,True,114.37
AMZ-100083,9230,True,114.37
AMZ-100084,9505,True,114.37
AMZ-100085,6269,True,114.37
AMZ-100086,9181,True,114.37
AMZ-100087,7603,True,114.37
AMZ-100088,6469,False,114.37
AMZ-100089,5377,True,114.37
AMZ-100090,6680,True,114.37
AMZ-100091,5241,True,114.37
AMZ-100092,5919,True,114.37
AMZ-100093,5069,True,114.37
AMZ-100094,8924,True,114.37
AMZ-100095,7086,True,114.37
AMZ-100096,7007,True,114.37
AMZ-100097,5800,True,114.37
AMZ-100098,7779,True,114.37
AMZ-100099,9920,True,114.37
AMZ-100100,5755,True,114.37
AMZ-100101,6995,True,114.37
AMZ-100102,6321,True,114.37
AMZ-100103,7330,True,114.37
AMZ-100104,5109,False,114.37
AMZ-100105,6016,True,114.37
AMZ-100106,8865,True,114.37
AMZ-100107,5024,True,114.37
AMZ-100108,9938,True,114.37
AMZ-100109,7838,True,114.37
AMZ-100110,5737,True,114.37
AMZ-100111,5179,True,114.37
AMZ-100112,5231,False,114.37
AMZ-100113,6917,False,114.37
AMZ-100114,5342,True,114.37
AMZ-100115,9572,False,114.37
AMZ-100116,7623,False,114.37
AMZ-100117,5454,True,114.37
AMZ-100118,9384,False,114.37
AMZ-100119,9625,True,114.37
AMZ-100120,7276,False,114.37
AMZ-100121,5595,False,114.37
AMZ-100122,8874,True,114.37
AMZ-100123,9530,True,114.37
AMZ-100124,9977,True,114.37
AMZ-100125,9497,True,114.37
AMZ-100126,7669,False,114.37
AMZ-100127,7135,False,114.37
AMZ-100128,8964,True,114.37
AMZ-100129,6565,True,114.37
AMZ-100130,5308,True,114.37
AMZ-100131,5342,True,114.37
AMZ-100132,5435,True,114.37
AMZ-100133,5176,True,114.37
AMZ-100134,5138,False,114.37
AMZ-100135,5193,True,114.37
AMZ-100136,8257,True,114.37
AMZ-100137,8235,True,114.37
AMZ-100138,5942,True,114.37
AMZ-100139,9620,False,114.37
AMZ-100140,8879,False,114.37
AMZ-100141,8113,True,114.37
AMZ-100142,7962,True,114.37
AMZ-100143,9836,True,114.37
AMZ-100144,9957,True,114.37
AMZ-100145,5953,True,114.37
AMZ-100146,6302,True,114.37
AMZ-100147,8381,True,114.37
AMZ-100148,7880,True,114.37
AMZ-100149,7187,True,114.37
AMZ-100150,9887,False,114.37
AMZ-100151,5545,True,114.37
AMZ-100152,6927,True,114.37
AMZ-100153,9152,True,114.37
AMZ-100154,5004,False,114.37
AMZ-100155,8481,True,114.37
AMZ-100156,8253,True,114.37
AMZ-100157,6362,True,114.37
AMZ-100158,6820,True,114.37
AMZ-100159,7663,True,114.37
AMZ-100160,7938,True,114.37
AMZ-100161,6273,True,114.37
AMZ-100162,8326,True,114.37
AMZ-100163,8659,True,114.37
AMZ-100164,7945,True,114.37
AMZ-100165,8018,False,114.37
AMZ-100166,6131,True,114.37
AMZ-100167,9763,True,114.37
AMZ-100168,7636,True,114.37
AMZ-100169,8029,True,114.37
AMZ-100170,8019,True,114.37
AMZ-100171,9377,True,114.37
AMZ-100172,8159,True,114.37
AMZ-100173,5253,True,114.37
AMZ-100174,5328,True,114.37
AMZ-100175,7591,True,114.37
AMZ-100176,7830,True,114.37
AMZ-100177,8044,True,114.37
AMZ-100178,6420,False,114.37
AMZ-100179,8401,True,114.37
AMZ-100180,7892,True,114.37
AMZ-100181,5654,True,114.37
AMZ-100182,5759,False,114.37
AMZ-100183,6798,False,114.37
AMZ-100184,7971,True,114.37
AMZ-100185,9511,True,114.37
AMZ-100186,8426,False,114.37
AMZ-100187,5254,True,114.37
AMZ-100188,8823,True,114.37
AMZ-100189,6876,True,114.37
AMZ-100190,7757,True,114.37
AMZ-100191,7624,False,114.37
AMZ-100192,9995,False,114.37
AMZ-100193,9121,True,114.37
AMZ-100194,8004,True,114.37
AMZ-100195,9516,True,114.37
AMZ-100196,8734,True,114.37
AMZ-100197,6244,False,114.37
AMZ-100198,6008,False,114.37
AMZ-100199,9314,True,114.37
AMZ-100200,6510,True,114.37
AMZ-100201,6959,True,114.37
AMZ-100202,7508,True,114.37
AMZ-100203,9758,False,114.37
AMZ-100204,7682,True,114.37
AMZ-100205,5989,True,114.37
AMZ-100206,9284,True,114.37
AMZ-100207,5254,True,114.37
AMZ-100208,9163,True,114.37
AMZ-100209,9711,True,114.37
AMZ-100210,9969,True,114.37
AMZ-100211,9452,True,114.37
AMZ-100212,5255,True,114.37
AMZ-100213,6007,True,114.37
AMZ-100214,6755,True,114.37
AMZ-100215,7571,True,114.37
AMZ-100216,8908,True,114.37
AMZ-100217,7997,True,114.37
AMZ-100218,7803,True,114.37
AMZ-100219,8765,False,114.37
AMZ-100220,9379,True,114.37
AMZ-100221,8383,True,114.37
AMZ-100222,5098,True,114.37
AMZ-100223,5196,True,114.37
AMZ-100224,7529,True,114.37
AMZ-100225,5877,True,114.37
AMZ-100226,6868,False,114.37
AMZ-100227,7665,True,114.37
AMZ-100228,6388,False,114.37
AMZ-100229,7415,True,114.37
AMZ-100230,5569,True,114.37
AMZ-100231,7637,True,114.37
AMZ-100232,6065,True,114.37
AMZ-100233,5421,True,114.37
AMZ-100234,7883,True,114.37
AMZ-100235,6204,True,114.37
AMZ-100236,5544,True,114.37
AMZ-100237,9166,True,114.37
AMZ-100238,8639,True,114.37
AMZ-100239,6223,True,114.37
AMZ-100240,8172,False,114.37
AMZ-100241,5767,False,114.37
AMZ-100242,8657,False,114.37
AMZ-100243,5654,True,114.37
AMZ-100244,7446,True,114.37
AMZ-100245,5220,False,114.37
AMZ-100246,8666,True,114.37
AMZ-100247,9277,False,114.37
AMZ-100248,9402,False,114.37
AMZ-100249,7569,False,114.37
AMZ-100250,6013,True,114.37
AMZ-100251,7051,True,114.37
AMZ-100252,8985,False,114.37
AMZ-100253,9943,True,114.37
AMZ-100254,9899,True,114.37
AMZ-100255,9310,True,114.37
AMZ-100256,8019,False,114.37
AMZ-100257,8681,True,114.37
AMZ-100258,6443,True,114.37
AMZ-100259,9196,True,114.37
AMZ-100260,8010,True,114.37
AMZ-100261,5572,False,114.37
AMZ-100262,6332,True,114.37
AMZ-100263,9753,True,114.37
AMZ-100264,9002,False,114.37
AMZ-100265,8134,True,114.37
AMZ-100266,9086,True,114.37
AMZ-100267,5225,True,114.37
AMZ-100268,9200,True,114.37
AMZ-100269,6997,True,114.37
AMZ-100270,5771,False,114.37
AMZ-100271,9524,False,114.37
AMZ-100272,5433,False,114.37
AMZ-100273,8099,False,114.37
AMZ-100274,7729,True,114.37
AMZ-100275,8407,True,114.37
AMZ-100276,8140,True,114.37
AMZ-100277,5865,True,114.37
AMZ-100278,7793,True,114.37
AMZ-100279,7911,True,114.37
AMZ-100280,7415,False,114.37
AMZ-100281,5250,True,114.37
AMZ-100282,9951,True,114.37
AMZ-100283,8757,True,114.37
AMZ-100284,9656,True,114.37
AMZ-100285,5918,True,114.37
AMZ-100286,6173,True,114.37
AMZ-100287,8203,True,114.37
AMZ-100288,5432,True,114.37
AMZ-100289,5835,True,114.37
AMZ-100290,7246,True,114.37
AMZ-100291,7262,True,114.37
AMZ-100292,5897,False,114.37
AMZ-100293,8632,True,114.37
AMZ-100294,9567,True,114.37
AMZ-100295,8815,True,114.37
AMZ-100296,5246,True,114.37
AMZ-100297,7429,True,114.37
AMZ-100298,5990,True,114.37
AMZ-100299,8310,True,114.37
AMZ-100300,5926,True,114.37
AMZ-100301,8438,True,114.37
AMZ-100302,7607,True,114.37
AMZ-100303,6074,True,114.37
AMZ-100304,9022,True,114.37
AMZ-100305,8799,False,114.37
AMZ-100306,9784,True,114.37
AMZ-100307,8151,True,114.37
AMZ-100308,8438,True,114.37
AMZ-100309,9573,True,114.37
AMZ-100310,8491,True,114.37
AMZ-100311,5706,True,114.37
AMZ-100312,8064,True,114.37
AMZ-100313,5753,False,114.37
AMZ-100314,5587,False,114.37
AMZ-100315,6334,True,114.37
AMZ-100316,6847,True,114.37
AMZ-100317,8934,True,114.37
AMZ-100318,8926,True,114.37
AMZ-100319,8317,True,114.37
AMZ-100320,9020,True,114.37
AMZ-100321,8155,True,114.37
AMZ-100322,9302,True,114.37
AMZ-100323,7198,True,114.37
AMZ-100324,5164,False,114.37
AMZ-100325,6998,True,114.37
AMZ-100326,8057,True,114.37
AMZ-100327,7084,True,114.37
AMZ-100328,9428,True,114.37
AMZ-100329,5402,True,114.37
AMZ-100330,5413,True,114.37
AMZ-100331,5044,True,114.37
AMZ-100332,9157,True,114.37
AMZ-100333,7467,True,114.37
AMZ-100334,5867,True,114.37
AMZ-100335,5018,True,114.37
AMZ-100336,5364,False,114.37
AMZ-100337,8832,True,114.37
AMZ-100338,5579,True,114.37
AMZ-100339,5545,True,114.37
AMZ-100340,9150,True,114.37
AMZ-100341,9873,True,114.37
AMZ-100342,8039,True,114.37
AMZ-100343,9137,True,114.37
AMZ-100344,9044,True,114.37
AMZ-100345,9326,True,114.37
AMZ-100346,5452,True,114.37
AMZ-100347,8961,True,114.37
AMZ-100348,6381,True,114.37
AMZ-100349,6467,True,114.37
AMZ-100350,7738,True,114.37
AMZ-100351,6216,False,114.37
AMZ-100352,5880,True,114.37
AMZ-100353,8814,True,114.37
AMZ-100354,8149,True,114.37
AMZ-100355,5084,True,114.37
AMZ-100356,9144,True,114.37
AMZ-100357,6168,True,114.37
AMZ-100358,9164,False,114.37
AMZ-100359,8129,True,114.37
AMZ-100360,8645,True,114.37
AMZ-100361,7526,True,114.37
AMZ-100362,7867,True,114.37
AMZ-100363,8516,True,114.37
AMZ-100364,8367,False,114.37
AMZ-100365,7194,True,114.37
AMZ-100366,8555,False,114.37
AMZ-100367,5445,False,114.37
AMZ-100368,8626,True,114.37
AMZ-100369,9016,True,114.37
AMZ-100370,8875,True,114.37
AMZ-100371,8337,True,114.37
AMZ-100372,5261,True,114.37
AMZ-100373,6848,True,114.37
AMZ-100374,9992,True,114.37
AMZ-100375,9025,True,114.37
AMZ-100376,7266,False,114.37
AMZ-100377,5091,True,114.37
AMZ-100378,9222,False,114.37
AMZ-100379,9175,True,114.37
AMZ-100380,8309,True,114.37
AMZ-100381,5982,True,114.37
AMZ-100382,8443,True,114.37
AMZ-100383,7533,False,114.37
AMZ-100384,5693,True,114.37
AMZ-100385,9120,False,114.37
AMZ-100386,5155,True,114.37
AMZ-100387,8588,True,114.37
AMZ-100388,6812,True,114.37
AMZ-100389,9114,False,114.37
AMZ-100390,6407,False,114.37
AMZ-100391,6216,True,114.37
AMZ-100392,6410,True,114.37
AMZ-100393,8497,True,114.37
AMZ-100394,9372,True,114.37
AMZ-100395,9840,False,114.37
AMZ-100396,5551,False,114.37
AMZ-100397,8394,True,114.37
AMZ-100398,6176,True,114.37
AMZ-100399,9734,True,114.37
AMZ-100400,9332,True,114.37
AMZ-100401,5997,False,114.37
AMZ-100402,9076,True,114.37
AMZ-100403,7731,False,114.37
AMZ-100404,8937,True,114.37
AMZ-100405,9052,False,114.37
AMZ-100406,5372,True,114.37
AMZ-100407,7248,True,114.37
AMZ-100408,5848,False,114.37
AMZ-100409,7556,True,114.37
AMZ-100410,7322,True,114.37
AMZ-100411,5503,False,114.37
AMZ-100412,8189,False,114.37
AMZ-100413,5702,True,114.37
AMZ-100414,8625,True,114.37
AMZ-100415,5314,True,114.37
AMZ-100416,7376,True,114.37
AMZ-100417,6040,True,114.37
AMZ-100418,9378,True,114.37
AMZ-100419,7990,True,114.37
AMZ-100420,5257,True,114.37
AMZ-100421,5574,True,114.37
AMZ-100422,9669,True,114.37
AMZ-100423,6552,True,114.37
AMZ-100424,9518,True,114.37
AMZ-100425,5757,True,114.37
AMZ-100426,7810,True,114.37
AMZ-100427,6104,False,114.37
AMZ-100428,9524,True,114.37
AMZ-100429,8459,True,114.37
AMZ-100430,8992,True,114.37
AMZ-100431,5203,True,114.37
AMZ-100432,7775,True,114.37
AMZ-100433,7332,True,114.37
AMZ-100434,6992,True,114.37
AMZ-100435,7243,True,114.37
AMZ-100436,5306,True,114.37
AMZ-100437,6687,False,114.37
AMZ-100438,9109,True,114.37
AMZ-100439,6860,True,114.37
AMZ-100440,6961,True,114.37
AMZ-100441,5722,False,114.37
AMZ-100442,5779,True,114.37
AMZ-100443,5528,True,114.37
AMZ-100444,9893,False,114.37
AMZ-100445,5343,False,114.37
AMZ-100446,8786,False,114.37
AMZ-100447,8682,True,114.37
AMZ-100448,5208,True,114.37
AMZ-100449,9736,True,114.37
AMZ-100450,8406,True,114.37
AMZ-100451,6311,True,114.37
AMZ-100452,7299,True,114.37
AMZ-100453,8336,False,114.37
AMZ-100454,6947,True,114.37
AMZ-100455,5919,True,114.37
AMZ-100456,7044,True,114.37
AMZ-100457,5418,True,114.37
AMZ-100458,6749,True,114.37
AMZ-100459,7842,True,114.37
AMZ-100460,6099,True,114.37
AMZ-100461,8392,True,114.37
AMZ-100462,7772,True,114.37
AMZ-100463,7480,True,114.37
AMZ-100464,6545,False,114.37
AMZ-100465,6070,True,114.37
AMZ-100466,6850,True,114.37
AMZ-100467,9198,False,114.37
AMZ-100468,7939,True,114.37
AMZ-100469,6903,False,114.37
AMZ-100470,5678,True,114.37
AMZ-100471,5988,False,114.37
AMZ-100472,7475,True,114.37
AMZ-100473,6607,False,114.37
AMZ-100474,7869,True,114.37
AMZ-100475,6502,False,114.37
AMZ-100476,6789,True,114.37
AMZ-100477,6425,True,114.37
AMZ-100478,7440,False,114.37
AMZ-100479,7042,True,114.37
AMZ-100480,6278,True,114.37
AMZ-100481,7594,True,114.37
AMZ-100482,9689,True,114.37
AMZ-100483,7436,True,114.37
AMZ-100484,8803,True,114.37
AMZ-100485,7205,False,114.37
AMZ-100486,6027,True,114.37
AMZ-100487,8539,True,114.37
AMZ-100488,8483,False,114.37
AMZ-100489,7241,False,114.37
AMZ-100490,7765,True,114.37
AMZ-100491,6173,True,114.37
AMZ-100492,8230,True,114.37
AMZ-100493,8350,True,114.37
AMZ-100494,9911,True,114.37
AMZ-100495,5403,True,114.37
AMZ-100496,9988,True,114.37
AMZ-100497,7725,True,114.37
AMZ-100498,8382,False,114.37
AMZ-100499,9163,False,114.37
AMZ-100500,5087,True,114.37
AMZ-100501,6158,True,114.37
AMZ-100502,9273,True,114.37
AMZ-100503,7857,False,114.37
AMZ-100504,6381,True,114.37
AMZ-100505,9681,True,114.37
AMZ-100506,7064,False,114.37
AMZ-100507,7374,False,114.37
AMZ-100508,5317,False,114.37
AMZ-100509,6502,True,114.37
AMZ-100510,7042,True,114.37
AMZ-100511,9598,True,114.37
AMZ-100512,7022,False,114.37
AMZ-100513,5118,False,114.37
AMZ-100514,5709,True,114.37
AMZ-100515,8557,True,114.37
AMZ-100516,9140,True,114.37
AMZ-100517,9409,False,114.37
AMZ-100518,8250,False,114.37
AMZ-100519,5417,True,114.37
AMZ-100520,7603,True,114.37
AMZ-100521,8854,True,114.37
AMZ-100522,6101,False,114.37
AMZ-100523,9421,False,114.37
AMZ-100524,8428,False,114.37
AMZ-100525,7261,True,114.37
AMZ-100526,9169,True,114.37
AMZ-100527,8634,True,114.37
AMZ-100528,5508,True,114.37
AMZ-100529,7379,False,114.37
AMZ-100530,8164,False,114.37
AMZ-100531,5687,False,114.37
AMZ-100532,9752,False,114.37
AMZ-100533,6292,True,114.37
AMZ-100534,8905,True,114.37
AMZ-100535,8075,False,114.37
AMZ-100536,8209,False,114.37
AMZ-100537,5324,True,114.37
AMZ-100538,6993,True,114.37
AMZ-100539,8976,True,114.37
AMZ-100540,9812,False,114.37
AMZ-100541,7770,True,114.37
AMZ-100542,9372,True,114.37
AMZ-100543,7583,True,114.37
AMZ-100544,8557,True,114.37
AMZ-100545,8587,True,114.37
AMZ-100546,5151,True,114.37
AMZ-100547,5954,True,114.37
AMZ-100548,9354,True,114.37
AMZ-100549,7371,True,114.37
AMZ-100550,9964,True,114.37
AMZ-100551,6191,False,114.37
AMZ-100552,5687,True,114.37
AMZ-100553,5309,True,114.37
AMZ-100554,6502,False,114.37
AMZ-100555,8127,True,114.37
AMZ-100556,9568,True,114.37
AMZ-100557,8367,True,114.37
AMZ-100558,8395,True,114.37
AMZ-100559,5813,True,114.37
AMZ-100560,5845,True,114.37
AMZ-100561,6164,True,114.37
AMZ-100562,9762,True,114.37
AMZ-100563,6767,True,114.37
AMZ-100564,5354,True,114.37
AMZ-100565,6872,True,114.37
AMZ-100566,7024,True,114.37
AMZ-100567,7817,True,114.37
AMZ-100568,8832,False,114.37
AMZ-100569,9275,True,114.37
AMZ-100570,5065,True,114.37
AMZ-100571,9915,True,114.37
AMZ-100572,9266,True,114.37
AMZ-100573,9090,True,114.37
AMZ-100574,7521,False,114.37
AMZ-100575,7581,False,114.37
AMZ-100576,6390,True,114.37
AMZ-100577,6130,False,114.37
AMZ-100578,7486,True,114.37
AMZ-100579,5834,True,114.37
AMZ-100580,5226,True,114.37
AMZ-100581,8515,False,114.37
AMZ-100582,9537,True,114.37
AMZ-100583,7443,True,114.37
AMZ-100584,5727,True,114.37
AMZ-100585,8686,True,114.37
AMZ-100586,8622,True,114.37
AMZ-100587,6036,True,114.37
AMZ-100588,6832,True,114.37
AMZ-100589,7740,True,114.37
AMZ-100590,5492,True,114.37
AMZ-100591,6548,True,114.37
AMZ-100592,6143,True,114.37
AMZ-100593,8957,True,114.37
AMZ-100594,8407,False,114.37
AMZ-100595,5639,True,114.37
AMZ-100596,5172,True,114.37
AMZ-100597,9354,True,114.37
AMZ-100598,8959,True,114.37
AMZ-100599,5516,True,114.37
AMZ-100600,5522,True,114.37
AMZ-100601,6917,True,114.37
AMZ-100602,7886,True,114.37
AMZ-100603,7164,True,114.37
AMZ-100604,6929,True,114.37
AMZ-100605,8945,True,114.37
AMZ-100606,7209,True,114.37
AMZ-100607,8783,True,114.37
AMZ-100608,7590,True,114.37
AMZ-100609,9934,True,114.37
AMZ-100610,9076,True,114.37
AMZ-100611,6093,True,114.37
AMZ-100612,8880,True,114.37
AMZ-100613,7494,True,114.37
AMZ-100614,7579,False,114.37
AMZ-100615,7488,False,114.37
AMZ-100616,7785,True,114.37
AMZ-100617,7758,True,114.37
AMZ-100618,6574,False,114.37
AMZ-100619,7373,True,114.37
AMZ-100620,8990,True,114.37
AMZ-100621,9845,True,114.37
AMZ-100622,6093,True,114.37
AMZ-100623,6189,True,114.37
AMZ-100624,7689,True,114.37
AMZ-100625,9095,True,114.37
AMZ-100626,6875,True,114.37
AMZ-100627,8406,True,114.37
AMZ-100628,6787,True,114.37
AMZ-100629,8932,True,114.37
AMZ-100630,6607,True,114.37
AMZ-100631,8748,False,114.37
AMZ-100632,5048,True,114.37
AMZ-100633,8861,True,114.37
AMZ-100634,7180,True,114.37
AMZ-100635,8046,True,114.37
AMZ-100636,7833,True,114.37
AMZ-100637,6397,True,114.37
AMZ-100638,8826,True,114.37
AMZ-100639,9574,True,114.37
AMZ-100640,5831,True,114.37
AMZ-100641,7697,True,114.37
AMZ-100642,9777,True,114.37
AMZ-100643,7735,True,114.37
AMZ-100644,5081,True,114.37
AMZ-100645,5086,False,114.37
AMZ-100646,7063,True,114.37
AMZ-100647,5821,True,114.37
AMZ-100648,5162,True,114.37
AMZ-100649,8739,True,114.37
AMZ-100650,7397,True,114.37
AMZ-100651,6932,True,114.37
AMZ-100652,7728,True,114.37
AMZ-100653,8535,True,114.37
AMZ-100654,8446,True,114.37
AMZ-100655,7790,True,114.37
AMZ-100656,7707,True,114.37
AMZ-100657,8933,True,114.37
AMZ-100658,8385,True,114.37
AMZ-100659,5922,True,114.37
AMZ-100660,7175,True,114.37
AMZ-100661,6582,False,114.37
AMZ-100662,5564,True,114.37
AMZ-100663,8258,True,114.37
AMZ-100664,7597,True,114.37
AMZ-100665,7500,True,114.37
AMZ-100666,9566,True,114.37
AMZ-100667,5987,True,114.37
AMZ-100668,8636,True,114.37
AMZ-100669,5223,True,114.37
AMZ-100670,5350,True,114.37
AMZ-100671,6928,False,114.37
AMZ-100672,5348,True,114.37
AMZ-100673,9277,True,114.37
AMZ-100674,9732,True,114.37
AMZ-100675,6017,False,114.37
AMZ-100676,7226,True,114.37
AMZ-100677,9867,True,114.37
AMZ-100678,9124,False,114.37
AMZ-100679,7419,False,114.37
AMZ-100680,6893,False,114.37
AMZ-100681,8040,True,114.37
AMZ-100682,7068,True,114.37
AMZ-100683,6125,True,114.37
AMZ-100684,8117,False,114.37
AMZ-100685,9161,True,114.37
AMZ-100686,9042,True,114.37
AMZ-100687,9433,True,114.37
AMZ-100688,7170,True,114.37
AMZ-100689,5446,True,114.37
AMZ-100690,7658,True,114.37
AMZ-100691,8362,True,114.37
AMZ-100692,7718,True,114.37
AMZ-100693,8483,True,114.37
AMZ-100694,7944,True,114.37
AMZ-100695,9376,True,114.37
AMZ-100696,5595,True,114.37
AMZ-100697,6986,True,114.37
AMZ-100698,7750,True,114.37
AMZ-100699,6074,True,114.37
AMZ-100700,8969,True,114.37
AMZ-100701,9305,True,114.37
AMZ-100702,9221,True,114.37
AMZ-100703,9587,True,114.37
AMZ-100704,8580,True,114.37
AMZ-100705,8007,False,114.37
AMZ-100706,5969,True,114.37
AMZ-100707,5580,False,114.37
AMZ-100708,7824,True,114.37
AMZ-100709,9001,True,114.37
AMZ-100710,6211,True,114.37
AMZ-100711,5229,True,114.37
AMZ-100712,9284,True,114.37
AMZ-100713,8185,True,114.37
AMZ-100714,5501,True,114.37
AMZ-100715,7132,False,114.37
AMZ-100716,5048,False,114.37
AMZ-100717,8566,False,114.37
AMZ-100718,8055,True,114.37
AMZ-100719,5688,True,114.37
AMZ-100720,5386,False,114.37
AMZ-100721,5969,True,114.37
AMZ-100722,8460,True,114.37
AMZ-100723,6005,True,114.37
AMZ-100724,8052,True,114.37
AMZ-100725,8417,False,114.37
AMZ-100726,7302,True,114.37
AMZ-100727,7283,True,114.37
AMZ-100728,6607,True,114.37
AMZ-100729,9366,True,114.37
AMZ-100730,5122,True,114.37
AMZ-100731,6280,False,114.37
AMZ-100732,8727,True,114.37
AMZ-100733,5258,True,114.37
AMZ-100734,5947,True,114.37
AMZ-100735,9958,False,114.37
AMZ-100736,5524,True,114.37
AMZ-100737,5887,False,114.37
AMZ-100738,5207,True,114.37
AMZ-100739,8382,True,114.37
AMZ-100740,7794,True,114.37
AMZ-100741,5148,True,114.37
AMZ-100742,5437,True,114.37
AMZ-100743,7202,True,114.37
AMZ-100744,8749,True,114.37
AMZ-100745,8161,False,114.37
AMZ-100746,8901,True,114.37
AMZ-100747,9453,True,114.37
AMZ-100748,8245,False,114.37
AMZ-100749,9551,True,114.37
AMZ-100750,7823,True,114.37
AMZ-100751,9724,False,114.37
AMZ-100752,8270,True,114.37
AMZ-100753,5485,True,114.37
AMZ-100754,5199,True,114.37
AMZ-100755,9466,True,114.37
AMZ-100756,6982,True,114.37
AMZ-100757,6471,True,114.37
AMZ-100758,9343,False,114.37
AMZ-100759,9883,True,114.37
AMZ-100760,7311,True,114.37
AMZ-100761,8373,True,114.37
AMZ-100762,7078,True,114.37
AMZ-100763,6521,True,114.37
AMZ-100764,5604,True,114.37
AMZ-100765,8848,True,114.37
AMZ-100766,8342,True,114.37
AMZ-100767,6417,False,114.37
AMZ-100768,9597,True,114.37
AMZ-100769,8875,False,114.37
AMZ-100770,7933,True,114.37
AMZ-100771,5548,False,114.37
AMZ-100772,5838,True,114.37
AMZ-100773,8815,True,114.37
AMZ-100774,5847,True,114.37
AMZ-100775,9709,True,114.37
AMZ-100776,9507,True,114.37
AMZ-100777,9773,True,114.37
AMZ-100778,9254,True,114.37
AMZ-100779,9468,True,114.37
AMZ-100780,7272,True,114.37
AMZ-100781,8320,True,114.37
AMZ-100782,7558,True,114.37
AMZ-100783,9698,True,114.37
AMZ-100784,9311,True,114.37
AMZ-100785,6996,False,114.37
AMZ-100786,8673,True,114.37
AMZ-100787,6564,True,114.37
AMZ-100788,9018,True,114.37
AMZ-100789,6840,False,114.37
AMZ-100790,8291,True,114.37
AMZ-100791,7887,True,114.37
AMZ-100792,5726,True,114.37
AMZ-100793,6244,True,114.37
AMZ-100794,8460,True,114.37
AMZ-100795,8718,False,114.37
AMZ-100796,6065,False,114.37
AMZ-100797,9771,True,114.37
AMZ-100798,5282,True,114.37
AMZ-100799,6081,False,114.37
AMZ-100800,8885,True,114.37
AMZ-100801,7881,True,114.37
AMZ-100802,7584,True,114.37
AMZ-100803,7970,True,114.37
AMZ-100804,6152,True,114.37
AMZ-100805,8497,True,114.37
AMZ-100806,5947,False,114.37
AMZ-100807,9760,False,114.37
AMZ-100808,6717,True,114.37
AMZ-100809,5066,True,114.37
AMZ-100810,5636,False,114.37
AMZ-100811,5313,False,114.37
AMZ-100812,8397,True,114.37
AMZ-100813,5564,False,114.37
AMZ-100814,6601,False,114.37
AMZ-100815,5825,True,114.37
AMZ-100816,8670,True,114.37
AMZ-100817,6025,True,114.37
AMZ-100818,7251,True,114.37
AMZ-100819,9757,True,114.37
AMZ-100820,5804,False,114.37
